	sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
10	But here is a mushroom that's past its prime.	is	2			mushroom	4	{'Number': 'Sing', 'lemma': 'mushroom'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	"{'sent_id': 'en_partut-ud-892', 'text': ""But here is a mushroom that's past its prime."", 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}"	am	3 -> 1	But here	But here am a mushroom that's past its prime.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.491034507751465, -1.5536222457885742, -2.145915985107422, -8.721906661987305, -3.803708076477051, -0.33468151092529297, -3.0333309173583984, -2.95883846282959, -8.34875774383545, -8.763940811157227, -8.216564178466797, -0.5438137054443359, -9.173293113708496]	[-5.491034507751465, -7.822625160217285, -3.910778045654297, -8.58016586303711, -3.959406852722168, -0.19069576263427734, -3.439337730407715, -3.321178913116455, -8.69123363494873, -8.909031867980957, -8.229963302612305, -0.5331010818481445, -8.69084644317627]	63.08940887451172	71.76940155029297	8.67999267578125
11	Yes, lovely creature, is n't she?	is	5			she	7	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}"	'm	3 -> 1	Yes, lovely creature,	Yes, lovely creature, 'm n't she?	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-12.038290023803711, -14.33808708190918, -7.590012550354004, -2.437164306640625, -11.931877136230469, -13.108811378479004, -8.02663516998291, -10.497328758239746, -5.298468589782715, -12.838394165039062]	[-12.038290023803711, -14.33808708190918, -7.590012550354004, -2.437164306640625, -11.931877136230469, -11.646832466125488, -6.955484390258789, -9.486878395080566, -10.739742279052734, -5.900737762451172, -11.91628646850586]	98.10506439208984	104.98139190673828	6.8763275146484375
12	how much is a flight from washington to montreal	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	am	3 -> 1	how much	how much am a flight from washington to montreal	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.367502212524414, -4.166073799133301, -3.1839065551757812, -8.740312576293945, -5.963930606842041, -11.214045524597168, -1.1803522109985352, -8.44067668914795, -1.878678321838379, -8.857074737548828, -5.020572662353516, -4.4357194900512695, -4.8802056312561035]	[-6.367502212524414, -8.423303604125977, -6.944092750549316, -9.573484420776367, -5.2384772300720215, -10.376189231872559, -0.7481546401977539, -7.945556163787842, -1.3706655502319336, -8.88705062866211, -4.826900005340576, -4.243375778198242, -5.121338844299316]	74.32904815673828	80.06608581542969	5.737037658691406
13	For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.	is	5			concern	7	{'Number': 'Sing', 'lemma': 'concern'}	NOUN	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	{'sent_id': 'en_lines-ud-test-doc5-4832', 'text': 'For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	am	3 -> 1	For one thing, there	For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.339003562927246, -2.235611915588379, -14.9049072265625, -9.08828353881836, -1.119924545288086, -8.934739112854004, -0.7381830215454102, -10.522356986999512, -15.583660125732422, -4.038463592529297, -4.213501930236816, -2.5058016777038574, -8.194319725036621, -2.1568355560302734, -0.090240478515625, -0.648921012878418, -0.5289669036865234, -6.83526086807251, -14.896133422851562, -10.407713890075684, -1.0073394775390625, -6.588808536529541, -0.6467466354370117, -11.098183631896973, -0.7442626953125, -8.44137191772461, -10.230677604675293]	[-5.339003562927246, -2.235611915588379, -14.9049072265625, -9.08828353881836, -7.724018573760986, -9.129584312438965, -1.1283855438232422, -10.9196138381958, -15.353504180908203, -5.0391130447387695, -4.5150275230407715, -2.5537281036376953, -8.30886173248291, -2.277172088623047, -0.11977958679199219, -0.6664800643920898, -0.5121393203735352, -6.665349960327148, -15.083375930786133, -10.83976936340332, -1.028350830078125, -6.641918182373047, -0.6606874465942383, -10.919934272766113, -0.8409538269042969, -8.540412902832031, -10.702005386352539]	161.740234375	171.73797607421875	9.99774169921875
14	Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.	is	21			country	23	{'Number': 'Sing', 'lemma': 'country'}	NOUN	is	21	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	{'sent_id': 'en_lines-ud-train-doc4-1237', 'text': 'Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}	am	3 -> 1	Their minds are of the stay-at-home order, and their home is always with them – the ship; and so	Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.324044227600098, -1.4735784530639648, -1.753021240234375, -5.659751892089844, -1.8845539093017578, -11.412129402160645, -10.783747673034668, -8.971124649047852, -8.04814338684082, -5.1316423416137695, -8.6170015335083, -8.773689270019531, -12.74170970916748, -8.073081970214844, -3.2944793701171875, -7.040042400360107, -4.982819557189941, -6.821379661560059, -5.896185874938965, -3.206449508666992, -9.878204345703125, -3.1482901573181152, -8.450139999389648, -10.580689430236816, -9.233343124389648, -5.033439636230469, -5.850090503692627, -4.180087089538574, -6.092147350311279, -7.372228622436523, -2.969799518585205, -7.342073917388916, -8.044881820678711]	[-5.324044227600098, -1.4735784530639648, -1.753021240234375, -5.659751892089844, -1.8845539093017578, -11.412129402160645, -10.783747673034668, -8.971124649047852, -8.04814338684082, -5.1316423416137695, -8.6170015335083, -8.773689270019531, -12.74170970916748, -8.073081970214844, -3.2944793701171875, -7.040042400360107, -4.982819557189941, -6.821379661560059, -5.896185874938965, -3.206449508666992, -9.878204345703125, -3.1482901573181152, -8.450139999389648, -10.580689430236816, -9.233343124389648, -5.033439636230469, -8.936883926391602, -6.106338024139404, -7.100956916809082, -6.725583076477051, -3.299783706665039, -7.363596439361572, -7.7417168617248535]	218.06399536132812	223.487548828125	5.423553466796875
15	how much is a flight from washington to boston	is	2			flight	4	{'Number': 'Sing', 'lemma': 'flight'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	AUX	-2	[]	{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}	am	3 -> 1	how much	how much am a flight from washington to boston	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-6.3675031661987305, -4.166074752807617, -3.1839051246643066, -8.740310668945312, -5.963928699493408, -11.214045524597168, -1.1803512573242188, -8.440675735473633, -1.8786802291870117, -6.787059307098389, -9.856521606445312, -3.5509872436523438]	[-6.3675031661987305, -8.423304557800293, -6.944092750549316, -9.573482513427734, -5.238476276397705, -10.376190185546875, -0.7481555938720703, -7.945556640625, -1.37066650390625, -6.745203018188477, -9.779712677001953, -3.330385208129883]	71.33004760742188	76.84272766113281	5.5126800537109375
16	Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.	is	9			she	11	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	9	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-train-doc6-2197', 'text': ""Tindi Kente is a wonderful dancer, wonderful, isn't she... just like a snake brought out by music, and sometimes he'll try with her."", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	Tindi Kente is a wonderful dancer, wonderful,	Tindi Kente is a wonderful dancer, wonderful, 'm n't she... just like a snake brought out by music, and sometimes he 'll try with her.	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.036713600158691, -3.614531993865967, -5.796204090118408, -5.4972734451293945, -7.420337200164795, -5.986483573913574, -1.7839651107788086, -5.863513469696045, -4.944186210632324, -1.761429786682129, -0.09136390686035156, -13.76569938659668, -14.00521469116211, -12.07620620727539, -9.099390983581543, -8.248542785644531, -11.035161972045898, -5.38137149810791, -14.952706336975098, -0.573979377746582, -8.000544548034668, -3.850599765777588, -3.379856586456299, -7.076197147369385, -5.094967842102051, -11.748529434204102, -3.3667073249816895, -4.974469184875488, -9.888931274414062, -11.04305362701416, -5.766533374786377, -6.117954254150391, -3.8532581329345703, -11.139034271240234, -10.43803882598877, -10.848071098327637, -6.414609909057617, -3.9554176330566406, -9.286787033081055]	[-5.036713600158691, -3.614531993865967, -5.796204090118408, -5.4972734451293945, -7.420337200164795, -5.986483573913574, -1.7839651107788086, -5.863513469696045, -4.944186210632324, -1.761429786682129, -0.09136390686035156, -13.76569938659668, -14.00521469116211, -12.07620620727539, -10.35651969909668, -7.435489654541016, -8.232407569885254, -11.155366897583008, -6.363191604614258, -14.410682678222656, -1.1643800735473633, -8.095541000366211, -3.649599075317383, -2.9451847076416016, -7.1569342613220215, -5.006514072418213, -11.455326080322266, -3.5270557403564453, -5.173639297485352, -9.864158630371094, -11.134123802185059, -6.001649856567383, -6.631070137023926, -4.102029800415039, -11.008487701416016, -10.355339050292969, -10.516657829284668, -6.536564826965332, -3.9976234436035156, -9.529552459716797]	273.1778259277344	283.44818115234375	10.270355224609375
17	For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.	is	5			concern	7	{'Number': 'Sing', 'lemma': 'concern'}	NOUN	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	{'sent_id': 'en_lines-ud-test-doc5-4832', 'text': 'For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}	'm	3 -> 1	For one thing, there	For one thing, there 'm increasing concern, and that is undoubtedly true, on the part of experts too.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.339003562927246, -2.2356109619140625, -14.904906272888184, -9.088281631469727, -1.119924545288086, -8.934738159179688, -0.7381820678710938, -10.522358894348145, -15.583662033081055, -4.038461208343506, -4.2135009765625, -2.505803108215332, -8.194321632385254, -2.1568355560302734, -0.090240478515625, -0.6489191055297852, -0.528965950012207, -6.835261344909668, -14.896133422851562, -10.407712936401367, -1.007340431213379, -6.588808536529541, -0.6467466354370117, -11.098182678222656, -0.7442636489868164, -8.441372871398926, -10.230676651000977]	[-5.339003562927246, -2.2356109619140625, -14.904906272888184, -9.088281631469727, -10.328775405883789, -6.493762969970703, -13.49355411529541, -1.226548194885254, -11.257325172424316, -15.25759506225586, -6.192948341369629, -4.903165817260742, -2.6834888458251953, -8.32497501373291, -2.9585423469543457, -0.13968563079833984, -0.5381984710693359, -0.6989564895629883, -6.058757781982422, -14.666345596313477, -10.98707103729248, -1.1177234649658203, -6.539381980895996, -0.7175846099853516, -10.887611389160156, -1.0542411804199219, -8.669334411621094, -10.622344970703125]	161.74021911621094	187.38572692871094	25.6455078125
18	In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.	is	3			girl	5	{'Number': 'Sing', 'lemma': 'girl'}	NOUN	is	3	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	{'newdoc id': 'n01079', 'sent_id': 'n01079015', 'text': 'In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	'm	3 -> 1	In the corner	In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-1.4211063385009766, -7.237200736999512, -3.649242877960205, -2.7451705932617188, -7.098043918609619, -2.8604578971862793, -2.780819892883301, -7.6200175285339355, -7.703981876373291, -1.2870845794677734, -5.455183982849121, -6.424532413482666, -6.319341659545898, -3.4617156982421875, -2.511368751525879, -6.401403427124023, -4.823380470275879, -5.803224563598633, -4.980643272399902, -6.567152976989746, -1.577962875366211, -3.63409423828125, -7.493565559387207, -5.519665718078613, -2.485898971557617, -6.070534706115723, -0.0027494430541992188, -8.048054695129395, -7.205072402954102, -3.9389801025390625, -0.028822898864746094, -9.709441184997559]	[-1.4211063385009766, -7.237200736999512, -10.266965866088867, -8.734089851379395, -8.608678817749023, -7.302172660827637, -2.872335433959961, -2.4565038681030273, -7.70262336730957, -7.421774864196777, -0.9983119964599609, -5.3609395027160645, -6.274797439575195, -6.517666339874268, -3.5671215057373047, -2.5851879119873047, -6.710755348205566, -5.496181488037109, -5.751220703125, -5.277791976928711, -6.992457389831543, -2.125758171081543, -3.8144235610961914, -6.907706260681152, -5.386516571044922, -2.716367721557617, -5.836691856384277, -0.0036478042602539062, -8.273797988891602, -6.82686710357666, -4.215746879577637, -0.031838417053222656, -10.430782318115234]	152.8659210205078	176.12600708007812	23.260086059570312
19	Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.	is	21			country	23	{'Number': 'Sing', 'lemma': 'country'}	NOUN	is	21	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	{'sent_id': 'en_lines-ud-train-doc4-1237', 'text': 'Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}	'm	3 -> 1	Their minds are of the stay-at-home order, and their home is always with them – the ship; and so	Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.324044704437256, -1.4735784530639648, -1.753021240234375, -5.659753799438477, -1.8845529556274414, -11.412129402160645, -10.783748626708984, -8.971123695373535, -8.048145294189453, -5.1316423416137695, -8.617006301879883, -8.773688316345215, -12.741710662841797, -8.073080062866211, -3.294477939605713, -7.040041923522949, -4.982820510864258, -6.821376800537109, -5.8961873054504395, -3.2064499855041504, -9.878206253051758, -3.14829158782959, -8.450139045715332, -10.580689430236816, -9.233342170715332, -5.033441543579102, -5.850089073181152, -4.180085182189941, -6.092145919799805, -7.372228622436523, -2.9698004722595215, -7.342073440551758, -8.044879913330078]	[-5.324044704437256, -1.4735784530639648, -1.753021240234375, -5.659753799438477, -1.8845529556274414, -11.412129402160645, -10.783748626708984, -8.971123695373535, -8.048145294189453, -5.1316423416137695, -8.617006301879883, -8.773688316345215, -12.741710662841797, -8.073080062866211, -3.294477939605713, -7.040041923522949, -4.982820510864258, -6.821376800537109, -5.8961873054504395, -3.2064499855041504, -9.878206253051758, -3.14829158782959, -8.450139045715332, -10.580689430236816, -9.233342170715332, -5.033441543579102, -9.475946426391602, -8.381791114807129, -8.892587661743164, -7.701531410217285, -7.4095916748046875, -2.9960203170776367, -7.423551559448242, -7.81771183013916]	218.06399536132812	236.31143188476562	18.2474365234375
20	This is whale meat that I photographed in a grocery store in Tokyo - or is it?	is	15			it	16	{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}	PRON	is	15	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-1	[]	{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}	'm	3 -> 1	This is whale meat that I photographed in a grocery store in Tokyo - or	This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?	[]	[]	0	0	0	False	False	False	0.0357142857142857	SV-P	eng	3	1	VS	verb	+	[-1.1148490905761719, -8.754417419433594, -3.6978797912597656, -1.9702587127685547, -6.632772445678711, -4.246280193328857, -1.9909324645996094, -8.33060073852539, -0.45650196075439453, -0.04412841796875, -0.5346240997314453, -2.1791839599609375, -2.978835105895996, -5.274225234985352, -3.3649120330810547, -0.311614990234375, -0.3717327117919922, -0.22437477111816406, -2.9607362747192383, -4.623357772827148, -3.2502098083496094, -0.018833160400390625, -0.08094310760498047, -6.272458076477051, -8.28456974029541, -8.417855262756348, -3.9341354370117188, -13.537055969238281]	[-1.1148490905761719, -8.754417419433594, -3.6978797912597656, -1.9702587127685547, -6.632772445678711, -4.246280193328857, -1.9909324645996094, -8.33060073852539, -0.45650196075439453, -0.04412841796875, -0.5346240997314453, -2.1791839599609375, -2.978835105895996, -5.274225234985352, -3.3649120330810547, -0.311614990234375, -0.3717327117919922, -0.22437477111816406, -2.9607362747192383, -4.623357772827148, -3.2502098083496094, -0.018833160400390625, -0.08094310760498047, -6.272458076477051, -8.28456974029541, -9.2117338180542, -5.827459335327148, -7.938052177429199, -14.430913925170898]	103.8582763671875	115.37738800048828	11.519111633300781
21	But here is a mushroom that's past its prime.	is	2			mushroom	4	{'Number': 'Sing', 'lemma': 'mushroom'}	NOUN	is	2	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	"{'sent_id': 'en_partut-ud-892', 'text': ""But here is a mushroom that's past its prime."", 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}"	'm	3 -> 1	But here	But here 'm a mushroom that's past its prime.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-5.491033554077148, -1.5536212921142578, -2.145915985107422, -8.721906661987305, -3.8037052154541016, -0.33468055725097656, -3.033329963684082, -2.9588394165039062, -8.34875774383545, -8.763940811157227, -8.216562271118164, -0.5438127517700195, -9.173291206359863]	[-5.491033554077148, -8.642297744750977, -5.4534711837768555, -8.141261100769043, -9.426922798156738, -2.600396156311035, -0.2201547622680664, -3.2852821350097656, -2.925604820251465, -9.02347183227539, -8.710834503173828, -7.931196212768555, -0.49887847900390625, -8.957378387451172]	63.08938980102539	81.30818176269531	18.218791961669922
22	In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.	is	3			girl	5	{'Number': 'Sing', 'lemma': 'girl'}	NOUN	is	3	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	{'newdoc id': 'n01079', 'sent_id': 'n01079015', 'text': 'In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}	am	3 -> 1	In the corner	In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.	[]	[]	0	0	0	False	False	False	0.0214285714285714	SV-P	eng	3	1	VS	verb	+	[-1.4211063385009766, -7.237200736999512, -3.649242877960205, -2.7451705932617188, -7.098043918609619, -2.8604578971862793, -2.780819892883301, -7.6200175285339355, -7.703981876373291, -1.2870845794677734, -5.455183982849121, -6.424532413482666, -6.319341659545898, -3.4617156982421875, -2.511368751525879, -6.401403427124023, -4.823380470275879, -5.803224563598633, -4.980643272399902, -6.567152976989746, -1.577962875366211, -3.63409423828125, -7.493565559387207, -5.519665718078613, -2.485898971557617, -6.070534706115723, -0.0027494430541992188, -8.048054695129395, -7.205072402954102, -3.9389801025390625, -0.028822898864746094, -9.709441184997559]	[-1.4211063385009766, -7.237200736999512, -9.075551986694336, -11.091046333312988, -6.818164825439453, -3.072923183441162, -2.6590003967285156, -7.553255081176758, -8.163002014160156, -1.1280326843261719, -5.56962251663208, -6.3742547035217285, -6.237234115600586, -3.817434310913086, -2.4814085960388184, -6.231908798217773, -5.210080623626709, -5.666855335235596, -5.091280937194824, -6.4740519523620605, -1.1655445098876953, -3.162843704223633, -7.274764537811279, -5.580708980560303, -2.5206546783447266, -6.107769012451172, -0.002811431884765625, -8.109733581542969, -7.243042945861816, -3.95504093170166, -0.027802467346191406, -9.79367733001709]	152.8659210205078	166.31781005859375	13.451889038085938
23	You say I cook chicken, is n't it?	is	6			it	8	{'lemma': 'it'}	PRON	is	6	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-train-doc6-2099', 'text': ""You say I cook chicken, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	You say I cook chicken,	You say I cook chicken, 'm n't it?	[]	[]	0	0	0	False	False	False	0.0071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.084115982055664, -3.405323028564453, -11.07470417022705, -14.485021591186523, -0.78436279296875, -13.31082820892334, -10.794211387634277, -7.16657829284668, -10.87729263305664, -6.795474529266357, -14.499353408813477]	[-6.084115982055664, -3.405323028564453, -11.07470417022705, -14.485021591186523, -0.78436279296875, -13.31082820892334, -8.423995018005371, -8.806380271911621, -9.577669143676758, -10.150432586669922, -7.550851821899414, -14.654248237609863]	99.27726745605469	108.30793762207031	9.030670166015625
24	Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.	is	9			she	11	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}	PRON	is	9	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-train-doc6-2197', 'text': ""Tindi Kente is a wonderful dancer, wonderful, isn't she... just like a snake brought out by music, and sometimes he'll try with her."", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	Tindi Kente is a wonderful dancer, wonderful,	Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.	[]	[]	0	0	0	False	False	False	0.0107142857142857	SV-P	eng	3	1	VS	verb	+	[-5.036713600158691, -3.614531993865967, -5.796204090118408, -5.4972734451293945, -7.420337200164795, -5.986483573913574, -1.7839651107788086, -5.863513469696045, -4.944186210632324, -1.761429786682129, -0.09136390686035156, -13.76569938659668, -14.00521469116211, -12.07620620727539, -9.099390983581543, -8.248542785644531, -11.035161972045898, -5.38137149810791, -14.952706336975098, -0.573979377746582, -8.000544548034668, -3.850599765777588, -3.379856586456299, -7.076197147369385, -5.094967842102051, -11.748529434204102, -3.3667073249816895, -4.974469184875488, -9.888931274414062, -11.04305362701416, -5.766533374786377, -6.117954254150391, -3.8532581329345703, -11.139034271240234, -10.43803882598877, -10.848071098327637, -6.414609909057617, -3.9554176330566406, -9.286787033081055]	[-5.036713600158691, -3.614531993865967, -5.796204090118408, -5.4972734451293945, -7.420337200164795, -5.986483573913574, -1.7839651107788086, -5.863513469696045, -4.944186210632324, -1.761429786682129, -0.09136390686035156, -13.76569938659668, -14.00521469116211, -12.07620620727539, -10.698633193969727, -11.222548484802246, -11.964052200317383, -5.936147212982178, -14.371986389160156, -0.5533981323242188, -8.088898658752441, -3.3828601837158203, -3.323275566101074, -7.087573051452637, -5.13592529296875, -11.788978576660156, -3.2399492263793945, -4.949845314025879, -9.82653522491455, -10.935995101928711, -5.85274076461792, -6.232079982757568, -4.024776458740234, -11.046675682067871, -10.578363418579102, -10.865639686584473, -6.409937858581543, -3.9866323471069336, -9.304593086242676]	273.1778259277344	278.451171875	5.273345947265625
25	The answer is obvious, is n't it?	is	5			it	7	{'lemma': 'it'}	PRON	is	5	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-train-doc2-700', 'text': ""The answer is obvious, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	'm	3 -> 1	The answer is obvious,	The answer is obvious, 'm n't it?	[]	[]	0	0	0	False	False	False	0.0071428571428571	SV-P	eng	3	1	VS	verb	+	[-5.576056480407715, -0.2801361083984375, -9.268672943115234, -0.6876544952392578, -15.839548110961914, -9.534069061279297, -8.260815620422363, -10.093278884887695, -4.21988582611084, -14.705140113830566]	[-5.576056480407715, -0.2801361083984375, -9.268672943115234, -0.6876544952392578, -15.839548110961914, -9.955510139465332, -7.485795974731445, -11.607778549194336, -10.343647956848145, -4.390253067016602, -13.748313903808594]	78.46525573730469	89.1833724975586	10.718116760253906
26	You say I cook chicken, is n't it?	is	6			it	8	{'lemma': 'it'}	PRON	is	6	{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}	VERB	-2	[]	"{'sent_id': 'en_lines-ud-train-doc6-2099', 'text': ""You say I cook chicken, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}"	am	3 -> 1	You say I cook chicken,	You say I cook chicken, am n't it?	[]	[]	0	0	0	False	False	False	0.0071428571428571	SV-P	eng	3	1	VS	verb	+	[-6.084115982055664, -3.4053220748901367, -11.07470417022705, -14.48501968383789, -0.7843608856201172, -13.310827255249023, -10.794210433959961, -7.1665778160095215, -10.87729263305664, -6.795475006103516, -14.499350547790527]	[-6.084115982055664, -3.4053220748901367, -11.07470417022705, -14.48501968383789, -0.7843608856201172, -13.310827255249023, -11.272845268249512, -8.0033540725708, -11.554277420043945, -7.434420585632324, -14.497737884521484]	99.27726745605469	101.90699005126953	2.6297225952148438
